customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment_Name,Estimated_CLV,Retention_Action
5774-XZTQC,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,0,0.06421229,High Value / Low Tenure (High Risk),318.47485051155087,Low Risk: Upsell Premium Channels
2676-SSLTO,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,0,0.019270336,High Value / High Tenure,3432.737193489075,Low Risk: Upsell Premium Channels
6266-QHOJZ,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,0,0.107537135,High Value / High Tenure,835.5253276348113,Low Risk: Upsell Premium Channels
7269-JISCY,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,0,0.045353726,High Value / Low Tenure (High Risk),993.3031440734862,Low Risk: Upsell Premium Channels
0363-SVHYR,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,0,0.0007652103,High Value / High Tenure,8685.0,Low Risk: Upsell Premium Channels
8547-NSBBO,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,0,0.102987945,High Value / High Tenure,939.4303243160248,Low Risk: Upsell Premium Channels
8258-GSTJK,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,1,0.8805917,Low Value / Low Tenure,87.44120693206787,Offer 20% discount on Annual Upgrade
6861-OKBCE,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,1,0.0464135,High Value / Low Tenure (High Risk),433.0636642456055,Low Risk: Upsell Premium Channels
9940-RHLFB,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,1,0.756196,Low Value / Low Tenure,99.5773553609848,Offer 20% discount on Annual Upgrade
6591-QGOYB,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,0,0.15013824,Low Value / Low Tenure,710.3453307151794,Low Risk: Upsell Premium Channels
9070-BCKQP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,0,0.0008252544,High Value / High Tenure,11015.0,Low Risk: Upsell Premium Channels
6421-SZVEM,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,0,0.14728232,Low Value / Low Tenure,562.5251068592071,Low Risk: Upsell Premium Channels
1328-EUZHC,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,0,0.0035166964,High Value / Low Tenure (High Risk),2010.0000000000002,Low Risk: Upsell Premium Channels
2995-UPRYS,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,1,0.14172469,High Value / High Tenure,699.948600769043,Low Risk: Upsell Premium Channels
8878-RYUKI,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,0,0.08109198,High Value / High Tenure,733.118166923523,Low Risk: Upsell Premium Channels
9633-DENPU,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,0,0.103170425,High Value / Low Tenure (High Risk),567.9922426223756,Low Risk: Upsell Premium Channels
7811-JIVPF,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,0,0.10332492,High Value / Low Tenure (High Risk),481.00690765380864,Low Risk: Upsell Premium Channels
7113-HIPFI,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,0,0.0006113589,High Value / High Tenure,6584.999999999999,Low Risk: Upsell Premium Channels
8541-QVFKM,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,0,0.5355119,Low Value / Low Tenure,137.2518534064293,Monitor Account
6686-YPGHK,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,1,0.7965303,High Value / High Tenure,107.34054780006409,Offer 20% discount on Annual Upgrade
1383-EZRWL,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,1,0.06747295,High Value / Low Tenure (High Risk),297.15611872673037,Low Risk: Upsell Premium Channels
9258-CNWAC,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,0,0.004544582,High Value / High Tenure,11365.0,Low Risk: Upsell Premium Channels
5371-VYLSX,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,0,0.41744158,High Value / High Tenure,199.78843359947206,Monitor Account
6374-AFWOX,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,0,0.0061925617,High Value / High Tenure,6565.000000000001,Low Risk: Upsell Premium Channels
4759-TRPLW,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,1,0.7343124,Low Value / Low Tenure,95.87200088500977,Offer 20% discount on Annual Upgrade
5317-FLPJF,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,0,0.0026239154,High Value / High Tenure,6135.0,Low Risk: Upsell Premium Channels
7621-VPNET,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,0,0.050501432,High Value / High Tenure,1700.9418323516848,Low Risk: Upsell Premium Channels
6034-YMTOB,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,0,0.21973595,Low Value / Low Tenure,344.27684621810914,Monitor Account
8563-IIOXK,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,1,0.03912707,Low Value / Low Tenure,1271.4981923103333,Low Risk: Upsell Premium Channels
4903-CNOZC,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,0,0.028775131,Low Value / Low Tenure,2463.933220291138,Low Risk: Upsell Premium Channels
4353-HYOJD,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,0,0.019442879,High Value / Low Tenure (High Risk),2563.9207208633425,Low Risk: Upsell Premium Channels
8020-BWHYL,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,1,0.25847575,Low Value / Low Tenure,291.32327342033386,Monitor Account
7267-FRMJW,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,0,0.0018171257,High Value / Low Tenure (High Risk),2010.0000000000002,Low Risk: Upsell Premium Channels
2982-VPSGI,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,1,0.93021727,Low Value / Low Tenure,101.05166292190552,Offer 20% discount on Annual Upgrade
4188-FRABG,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,0,0.29319197,High Value / High Tenure,351.47620604038235,Monitor Account
8199-ZLLSA,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,1,0.7852971,High Value / High Tenure,150.70729311704636,Offer free Tech Support visit / Router check
4128-ETESU,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,0,0.13987352,High Value / High Tenure,712.7867886543274,Low Risk: Upsell Premium Channels
0620-DLSLK,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,0,0.15682395,Low Value / Low Tenure,522.2416481494904,Low Risk: Upsell Premium Channels
4625-EWPTF,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,1,0.38233593,High Value / Low Tenure (High Risk),79.64200322628021,Monitor Account
5980-NOPLP,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,1,0.7100632,High Value / High Tenure,135.34006272554396,Offer 20% discount on Annual Upgrade
3850-OKINF,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,0,0.003872765,High Value / High Tenure,6620.0,Low Risk: Upsell Premium Channels
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,1,0.5727149,Low Value / Low Tenure,182.02773821353912,Monitor Account
8010-EZLOU,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,1,0.6782644,Low Value / Low Tenure,118.24297320842743,Offer free Tech Support visit / Router check
1156-ZFYDO,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,0,0.10354418,High Value / Low Tenure (High Risk),190.739830493927,Low Risk: Upsell Premium Channels
3295-YVUSR,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,0,0.5395414,Low Value / Low Tenure,134.5587174654007,Monitor Account
8016-NCFVO,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,0,0.28729966,High Value / High Tenure,405.4999408721924,Monitor Account
4119-ZYPZY,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,0,0.044842105,High Value / High Tenure,2381.6902336120606,Low Risk: Upsell Premium Channels
5549-ZGHFB,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,0,0.00085163856,High Value / Low Tenure (High Risk),2495.0,Low Risk: Upsell Premium Channels
7577-SWIFR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,0,0.76017004,Low Value / Low Tenure,117.40794065594673,Offer 20% discount on Annual Upgrade
0303-WMMRN,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,0,0.07177985,High Value / Low Tenure (High Risk),268.1811263561249,Low Risk: Upsell Premium Channels
6408-OTUBZ,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,0,0.0058799507,High Value / High Tenure,10455.0,Low Risk: Upsell Premium Channels
5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,0,0.052472647,High Value / High Tenure,1661.818231201172,Low Risk: Upsell Premium Channels
1078-TDCRN,Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,0,0.19446361,High Value / Low Tenure (High Risk),158.12726855278015,Low Risk: Upsell Premium Channels
3727-OVPRY,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,0,0.0030340366,High Value / Low Tenure (High Risk),2570.0,Low Risk: Upsell Premium Channels
3797-FKOGQ,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,0,0.52162385,Low Value / Low Tenure,165.25318357944488,Monitor Account
7622-NXQZR,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,0,0.21932589,High Value / Low Tenure (High Risk),137.23870315551758,Monitor Account
6196-HBOBZ,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,0,0.02604275,High Value / High Tenure,3814.8813547134396,Low Risk: Upsell Premium Channels
3970-XGJDU,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,0,0.0023069978,High Value / Low Tenure (High Risk),1920.0,Low Risk: Upsell Premium Channels
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,0,0.097616434,High Value / Low Tenure (High Risk),205.90795497894288,Low Risk: Upsell Premium Channels
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,0,0.116474696,High Value / Low Tenure (High Risk),174.71606521606446,Low Risk: Upsell Premium Channels
8807-OPMBM,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,0,0.032124147,High Value / Low Tenure (High Risk),798.4647623062133,Low Risk: Upsell Premium Channels
5439-WIKXB,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,0,0.30349362,High Value / High Tenure,311.5386729598045,Monitor Account
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,1,0.80086625,Low Value / Low Tenure,130.10911412239076,Offer 20% discount on Annual Upgrade
8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,0,0.23532237,Low Value / Low Tenure,401.15183563232426,Monitor Account
8109-YUOHE,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,0,0.021019869,Low Value / Low Tenure,2668.9033996582034,Low Risk: Upsell Premium Channels
5840-NVDCG,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,0,0.0022333942,Low Value / Low Tenure,6825.0,Low Risk: Upsell Premium Channels
8092-NLTGF,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,0,0.00017734594,High Value / Low Tenure (High Risk),2475.0,Low Risk: Upsell Premium Channels
5928-QLDHB,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,0,0.40452307,Low Value / Low Tenure,188.493572473526,Monitor Account
9840-EFJQB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,0,0.52285737,Low Value / Low Tenure,142.19939334988592,Monitor Account
0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,0,0.07797142,Low Value / Low Tenure,694.485204076767,Low Risk: Upsell Premium Channels
4801-KFYKL,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,0,0.06883199,High Value / Low Tenure (High Risk),282.5721017360687,Low Risk: Upsell Premium Channels
3472-OAOOR,Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,0,0.10474439,High Value / Low Tenure (High Risk),333.66941413879397,Low Risk: Upsell Premium Channels
6135-OZQVA,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,0,0.10059664,Low Value / Low Tenure,533.3180206775666,Low Risk: Upsell Premium Channels
8062-YBDOE,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,0.938197,Low Value / Low Tenure,74.2381393492222,Offer 20% discount on Annual Upgrade
2252-JHJGE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,0,0.09443404,High Value / High Tenure,1101.2978286743164,Low Risk: Upsell Premium Channels
4188-PCPIG,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,0,0.025624206,High Value / High Tenure,2745.4509904861447,Low Risk: Upsell Premium Channels
6000-APYLU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,1,0.67583776,Low Value / Low Tenure,119.5553171157837,Offer free Tech Support visit / Router check
7105-BENQF,Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,0,0.092108436,Low Value / Low Tenure,704.061444234848,Low Risk: Upsell Premium Channels
7721-DVEKZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,0,0.2608211,High Value / Low Tenure (High Risk),75.33899699449539,Monitor Account
3566-VVORZ,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,0,0.2044419,High Value / Low Tenure (High Risk),224.51365585327147,Monitor Account
9507-HSMMZ,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,0,0.019684197,High Value / Low Tenure (High Risk),1016.0434722900391,Low Risk: Upsell Premium Channels
2480-SQIOB,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,0,0.3349092,Low Value / Low Tenure,133.7676010131836,Monitor Account
0947-IDHRQ,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,1,0.6554787,Low Value / Low Tenure,122.50588710308074,Offer free Tech Support visit / Router check
7813-TKCVO,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,0,0.008626376,High Value / Low Tenure (High Risk),2035.0000000000002,Low Risk: Upsell Premium Channels
0128-MKWSG,Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,0,0.08911917,High Value / Low Tenure (High Risk),513.9185985565185,Low Risk: Upsell Premium Channels
3672-YITQD,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,1,0.8988967,Low Value / Low Tenure,93.55914063453673,Offer 20% discount on Annual Upgrade
4350-ZTLPI,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,0,0.107665405,High Value / High Tenure,1011.9313521385193,Low Risk: Upsell Premium Channels
9048-JVYVF,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,1,0.28613165,Low Value / Low Tenure,242.37095042467115,Monitor Account
0361-HJRDX,Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,0,0.0036864306,High Value / High Tenure,6434.999999999999,Low Risk: Upsell Premium Channels
5727-MYATE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,0,0.00041665888,High Value / High Tenure,9080.0,Low Risk: Upsell Premium Channels
3823-KYNQY,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,0,0.03559788,High Value / Low Tenure (High Risk),700.8844310760497,Low Risk: Upsell Premium Channels
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,1,0.65262306,Low Value / Low Tenure,121.96933364868163,Offer free Tech Support visit / Router check
7570-WELNY,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,0,0.0026143107,High Value / High Tenure,8470.0,Low Risk: Upsell Premium Channels
3021-VLNRJ,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,0,0.040256318,High Value / High Tenure,1758.7302131652832,Low Risk: Upsell Premium Channels
3776-EKTKM,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,1,0.9241539,High Value / Low Tenure (High Risk),39.44148166179657,Offer 20% discount on Annual Upgrade
2080-CAZNM,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,0,0.5142948,High Value / High Tenure,202.99641294479372,Monitor Account
1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,0,0.3025324,Low Value / Low Tenure,335.5012594461441,Monitor Account
6907-FLBER,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,0,0.42071834,Low Value / Low Tenure,129.06496860980988,Monitor Account
3001-UNBTL,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,0,0.66897434,Low Value / Low Tenure,155.38712128400803,Offer free Tech Support visit / Router check
5982-PSMKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,0,0.0027207227,Low Value / Low Tenure,9110.0,Low Risk: Upsell Premium Channels
3507-GASNP,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,0,0.005637499,High Value / Low Tenure (High Risk),1995.0,Low Risk: Upsell Premium Channels
7096-ZNBZI,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,0,0.00020811355,High Value / Low Tenure (High Risk),2645.0,Low Risk: Upsell Premium Channels
1902-XBTFB,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,1,0.5413409,Low Value / Low Tenure,165.145480799675,Monitor Account
1676-MQAOA,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,0,0.0024986584,High Value / High Tenure,7509.999999999999,Low Risk: Upsell Premium Channels
0786-IVLAW,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,0,0.034352977,High Value / High Tenure,3146.7432312011715,Low Risk: Upsell Premium Channels
7566-DSRLQ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,0,0.008983536,High Value / High Tenure,11015.0,Low Risk: Upsell Premium Channels
0643-OKLRP,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,1,0.54467195,High Value / High Tenure,147.51999189853666,Monitor Account
7245-JMTTQ,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,0,0.21181877,High Value / High Tenure,526.3933825492859,Monitor Account
6050-IJRHS,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,0,0.120881006,High Value / High Tenure,881.0317153930664,Low Risk: Upsell Premium Channels
6202-JVYEU,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,0,0.015276807,High Value / Low Tenure (High Risk),1302.6281715393065,Low Risk: Upsell Premium Channels
8591-TKMZH,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,0,0.0063511063,High Value / High Tenure,11110.0,Low Risk: Upsell Premium Channels
0734-OXWBT,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,0,0.21276018,Low Value / Low Tenure,332.2990214347839,Monitor Account
4282-ACRXS,Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,0,0.14952613,High Value / Low Tenure (High Risk),166.1916860818863,Low Risk: Upsell Premium Channels
0365-TRTPY,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,0,0.10581374,High Value / High Tenure,861.8918197631837,Low Risk: Upsell Premium Channels
